greV,greQ,greA,cgpa,univName,country,university_type,ranking,tuition_usd,ielts_min,toefl_min,duration_years,research_focused,internship_opportunities,post_study_work_visa,program_fields
168.0,165.0,4.5,3.7,The University Of Wisconsin - Madison,USA,Public,736,43350,7.0,84,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
158.0,168.0,4.0,8.26,University Of Chicago,USA,Public,330,35024,6.0,87,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
161.0,162.0,4.0,3.72,University Of Minnesota,USA,Public,723,37265,7.0,85,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
169.0,161.0,5.0,3.88,Yale University,USA,Public,229,31829,6.5,85,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
163.0,167.0,4.0,3.69,University Of Michigan,USA,Public,21,48698,6.5,85,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
162.0,157.0,3.5,4.0,University Of Chicago,USA,Public,537,41770,6.0,92,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
170.0,154.0,5.0,3.91,Columbia  University,USA,Public,327,45232,6.0,97,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
170.0,170.0,6.0,3.97,University Of Minnesota - Twin Cities (UMN),USA,Public,576,48625,6.5,89,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
165.0,170.0,4.5,3.97,UC Berkeley,USA,Public,10,43176,6.5,90,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
162.0,170.0,3.5,3.98,University Of Minnesota - Twin Cities (UMN),USA,Public,737,41604,6.5,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
162.0,165.0,5.0,3.93,University Of Chicago,USA,Public,722,43155,6.5,98,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
157.0,161.0,3.0,3.55,Temple University,USA,Public,621,50108,6.5,83,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
162.0,166.0,3.5,4.0,NCSU (North Carolina State University),USA,Public,373,28948,6.5,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
152.0,170.0,4.0,3.8,University Of Minnesota - Twin Cities (UMN),USA,Public,213,33547,6.5,79,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
168.0,149.0,5.0,4.0,UC Berkeley,USA,Public,10,43176,6.5,90,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
158.0,161.0,5.0,3.6,UC Berkeley,USA,Public,10,43176,6.5,90,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
154.0,170.0,4.0,3.88,ีUniversity Of Maryland - College Park (UMD),USA,Public,547,35903,6.0,93,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
159.0,143.0,3.0,3.07,Tufts University,USA,Private,275,61646,6.5,100,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
159.0,162.0,4.5,3.83,(SUNY) University At Buffalo,USA,Public,210,26928,6.5,92,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
170.0,165.0,5.5,3.9,Duke University,USA,Public,297,35471,6.0,98,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
159.0,167.0,3.0,3.75,"University Of Michigan, Ann Arbor",USA,Public,622,26085,6.5,87,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
165.0,168.0,3.5,3.8,Brown University,USA,Public,627,40339,6.0,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
169.0,168.0,4.5,3.93,University Of Michigan,USA,Public,21,48698,6.5,85,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
169.0,169.0,5.0,3.74,UC Berkeley,USA,Public,10,43176,6.5,90,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
148.0,168.0,3.5,4.0,University Of Minnesota - Twin Cities (UMN),USA,Public,375,36980,7.0,84,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
152.0,169.0,5.0,3.25,University Of Minnesota - Twin Cities (UMN),USA,Public,433,42159,7.0,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
152.0,169.0,5.0,3.25,UC Davis,USA,Public,102,42454,7.0,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
148.0,151.0,4.0,3.69,UC Davis,USA,Public,102,42454,7.0,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
169.0,168.0,4.5,3.93,University Of Minnesota - Twin Cities (UMN),USA,Public,290,33635,6.5,93,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
160.0,170.0,3.0,3.96,Carnegie  Mellon University (CMU),USA,Public,206,42587,7.0,95,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
170.0,170.0,4.5,3.62,UC Berkeley,USA,Public,10,43176,6.5,90,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
169.0,155.0,4.0,3.5,‌Boston University,USA,Public,383,54209,6.5,80,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
170.0,170.0,4.5,3.62,University Of Chicago,USA,Public,766,47795,7.0,97,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
166.0,163.0,4.5,3.8,UC Berkeley,USA,Public,10,43176,6.5,90,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
160.0,168.0,5.0,3.88,ีUniversity Of Maryland - College Park (UMD),USA,Public,509,30326,7.0,82,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
167.0,148.0,5.0,3.8,UC Davis,USA,Public,102,42454,7.0,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
170.0,167.0,4.5,3.88,University Of Chicago,USA,Public,318,28414,6.0,83,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
158.0,162.0,4.5,3.58,ีUniversity Of Maryland - College Park (UMD),USA,Public,428,52978,6.5,93,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
158.0,162.0,4.5,3.58,UC Berkeley,USA,Public,10,43176,6.5,90,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
161.0,158.0,3.0,3.9,University Of Minnesota,USA,Public,276,42165,6.5,94,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
163.0,162.0,5.5,3.93,Harvard University,USA,Private,5,54768,7.5,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
155.0,170.0,4.0,3.6,University Of Minnesota - Twin Cities (UMN),USA,Public,352,30368,6.5,84,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
155.0,170.0,4.0,3.6,ีUniversity Of Maryland - College Park (UMD),USA,Public,492,44243,6.5,88,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
148.0,160.0,3.5,3.5,ีUniversity Of Maryland - College Park (UMD),USA,Public,457,39333,6.0,88,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
164.0,166.0,4.0,3.6,(Arizona State University) ASU,USA,Public,388,29933,7.0,89,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
149.0,163.0,3.0,3.59,Purdue University,USA,Public,99,29132,6.5,80,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
165.0,165.0,5.0,4.0,UC Berkeley,USA,Public,10,43176,6.5,90,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
150.0,167.0,3.0,3.25,Oregon State University,USA,Public,364,30330,6.0,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
169.0,157.0,3.0,3.87,Purdue University,USA,Public,99,29132,6.5,80,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
151.0,166.0,3.0,3.91,Rice University,USA,Public,330,25291,6.5,88,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
166.0,165.0,0.0,4.0,University Of Chicago,USA,Public,728,26371,6.0,87,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
162.0,168.0,4.0,4.0,University Of Chicago,USA,Public,598,33545,6.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
160.0,168.0,4.0,4.0,(Arizona State University) ASU,USA,Public,585,29686,6.0,97,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
165.0,165.0,4.0,3.76,"University Of Michigan, Ann Arbor",USA,Public,453,37746,6.0,87,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
168.0,168.0,5.0,3.99,University Of Minnesota - Twin Cities (UMN),USA,Public,342,36959,6.0,86,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
162.0,164.0,4.5,3.25,University Of Minnesota - Twin Cities (UMN),USA,Public,641,36372,7.0,97,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
154.0,167.0,6.0,4.0,Purdue University - West Lafayette,USA,Public,99,29132,6.5,80,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
162.0,151.0,5.5,3.97,Rice University,USA,Public,603,41137,6.5,89,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
161.0,159.0,5.0,3.4,UC Davis,USA,Public,102,42454,7.0,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
170.0,168.0,5.0,3.62,ีUniversity Of Maryland - College Park,USA,Public,376,50116,6.5,81,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
164.0,165.0,5.0,3.35,University Of Oregon,USA,Public,651,34611,6.5,88,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
168.0,149.0,4.5,3.9,University Of Washington,USA,Public,734,39375,6.5,89,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
161.0,160.0,4.0,4.0,ีUniversity Of Maryland - College Park (UMD),USA,Public,265,36426,7.0,91,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
162.0,168.0,4.5,3.69,ีUniversity Of Maryland - College Park (UMD),USA,Public,579,33399,6.5,92,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
163.0,167.0,4.0,3.09,University Of Central Florida,USA,Public,247,53440,7.0,79,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
165.0,165.0,4.0,3.78,ีUniversity Of Maryland - College Park,USA,Public,744,52216,7.0,90,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
166.0,170.0,6.0,3.8,University Of Minnesota,USA,Public,677,42593,6.5,84,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
157.0,147.0,4.5,3.76,(Arizona State University) ASU,USA,Public,568,43724,7.0,83,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
160.0,160.0,5.5,3.73,UC Berkeley,USA,Public,10,43176,6.5,90,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
162.0,166.0,6.0,3.7,Vanderbilt University,USA,Public,791,52412,6.5,85,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
168.0,159.0,5.0,3.98,University Of Toronto,Canada,Public,26,52160,7.0,93,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
157.0,166.0,4.0,3.54,Northwestern University,USA,Private,32,58701,7.5,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
161.0,170.0,3.5,3.98,Stanford University,USA,Private,3,55473,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
163.0,165.0,5.0,3.9,University Of Texas At Austin (UT Austin),USA,Public,516,47170,7.0,88,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
159.0,163.0,3.5,3.83,Ohio State University,USA,Public,140,34968,6.5,79,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
170.0,154.0,4.0,3.84,Carnegie  Mellon University (CMU),USA,Public,341,41019,6.0,81,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
164.0,163.0,4.0,3.61,Washington University in St. Louis (WashU/WUSTL),USA,Public,626,40833,7.0,98,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
159.0,141.0,3.0,3.03,Wayne State University,USA,Public,233,52426,7.0,95,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
163.0,162.0,3.5,3.88,UCSD,USA,Public,385,34092,6.5,83,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
154.0,167.0,3.5,3.73,Wayne State University,USA,Public,687,54887,6.0,94,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
168.0,153.0,3.5,3.96,The University Of Southern California (USC),USA,Public,438,51375,6.5,95,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
158.0,170.0,4.0,3.98,UC Davis,USA,Public,102,42454,7.0,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
166.0,168.0,5.0,4.0,Stanford University,USA,Private,3,55473,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
159.0,170.0,4.0,3.97,Stanford University,USA,Private,3,55473,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
161.0,170.0,5.0,3.98,Cornell University,USA,Public,542,49002,7.0,88,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
170.0,158.0,5.5,3.71,UC Davis,USA,Public,102,42454,7.0,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
151.0,166.0,4.0,3.39,Cornell University,USA,Public,533,37197,6.5,81,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
167.0,146.0,3.5,3.3,University Of Central Florida,USA,Public,691,40238,6.5,89,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
161.0,167.0,4.0,3.96,Carnegie  Mellon University (CMU),USA,Public,332,42569,7.0,90,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
166.0,141.0,4.5,3.63,University Of Texas At Austin (UT Austin),USA,Public,234,45021,7.0,87,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
152.0,166.0,3.5,3.12,Clemson University,USA,Public,531,38946,6.5,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
154.0,167.0,3.0,3.48,University Of Florida,USA,Public,602,36726,7.0,100,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
162.0,162.0,3.5,3.9,Clemson University,USA,Public,531,38946,6.5,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
161.0,149.0,0.0,3.4,Temple University,USA,Public,221,53537,6.0,91,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
162.0,161.0,5.0,3.9,UC Irvine,USA,Public,382,44474,6.5,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
169.0,160.0,4.5,3.57,New York University (NYU),USA,Public,518,32910,6.5,91,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
158.0,168.0,4.0,8.26,"University Of Michigan, Ann Arbor",USA,Public,560,51542,6.0,82,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
160.0,160.0,5.0,3.88,UC Davis,USA,Public,102,42454,7.0,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
162.0,170.0,5.0,3.81,"University Of Michigan, Ann Arbor",USA,Public,590,27080,6.0,85,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
163.0,170.0,5.0,3.98,UCSD,USA,Public,339,49341,7.0,89,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
164.0,170.0,5.5,3.97,Washington University in St. Louis (WashU/WUSTL),USA,Public,748,39511,6.0,92,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
167.0,162.0,4.0,3.53,"University Of California, Los Angeles (UCLA)",USA,Public,420,30006,7.0,83,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
155.0,167.0,4.0,3.78,University Of Minnesota - Twin Cities (UMN),USA,Public,695,25437,7.0,93,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
167.0,163.0,5.5,3.85,University Of Michigan,USA,Public,21,48698,6.5,85,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
164.0,154.0,5.0,8.4,University Of Arizona,USA,Public,367,36622,7.0,86,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
157.0,158.0,5.0,3.83,University Of Texas At Dallas,USA,Public,551,27574,6.5,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
163.0,163.0,4.0,3.8,The University Of Southern California (USC),USA,Public,338,33855,7.0,95,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
160.0,170.0,4.5,3.84,University Of Texas At Austin,USA,Public,58,36744,6.5,79,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
161.0,167.0,5.0,3.91,Stanford University,USA,Private,3,55473,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
162.0,168.0,4.5,3.69,"University Of Michigan, Ann Arbor",USA,Public,310,50505,6.0,93,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
168.0,170.0,4.5,3.9,Ohio State University,USA,Public,140,34968,6.5,79,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
158.0,170.0,4.5,3.9,Michigan State University,USA,Public,656,25003,6.0,89,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
170.0,160.0,3.5,3.8,University Of Chicago,USA,Public,575,47251,6.0,83,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
170.0,160.0,3.5,3.8,University Of Chicago,USA,Public,378,42923,7.0,92,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
160.0,164.0,5.0,3.84,University Of Florida,USA,Public,799,46706,7.0,98,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
152.0,170.0,3.5,3.6,University Of Minnesota - Twin Cities (UMN),USA,Public,461,41476,6.5,87,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
159.0,144.0,4.5,3.67,University Of Toronto,Canada,Public,26,52160,7.0,93,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
159.0,144.0,4.5,3.67,University Of Chicago,USA,Public,595,47100,6.5,86,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
158.0,168.0,5.0,4.05,Carnegie  Mellon University (CMU),USA,Public,661,54471,7.0,81,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
167.0,168.0,5.0,3.83,Stanford University,USA,Private,3,55473,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
156.0,165.0,5.0,3.77,University Of Texas At Austin (UT Austin),USA,Public,768,43635,6.5,99,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
143.0,170.0,3.0,3.78,University Of Pittsburgh,USA,Public,636,35889,7.0,83,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
152.0,170.0,3.0,3.98,Princeton University,USA,Private,12,56010,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
154.0,164.0,3.5,3.82,University Of Delaware,USA,Public,287,37224,6.5,98,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
167.0,170.0,5.0,3.89,Carnegie Mellon University (CMU),USA,Public,405,38963,6.0,83,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
169.0,170.0,5.0,4.0,Stanford University,USA,Private,3,55473,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
163.0,159.0,6.0,3.85,Carnegie Mellon University,USA,Private,52,47300,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
167.0,159.0,4.0,3.58,University Of Central Florida,USA,Public,747,27961,7.0,87,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
151.0,164.0,4.0,3.4,Penn State (Pennsylvania State University),USA,Public,730,31413,6.5,94,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
158.0,166.0,5.0,3.66,University Of Pittsburgh,USA,Public,717,41510,6.0,91,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
160.0,149.0,5.0,3.66,UC Davis,USA,Public,102,42454,7.0,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
153.0,158.0,5.0,3.83,University Of Kentucky,USA,Public,645,45409,6.5,79,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
160.0,162.0,4.0,3.8,NCSU (North Carolina State University),USA,Public,373,28948,6.5,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
149.0,170.0,3.5,3.8,‌Boston University,USA,Public,369,39737,6.0,95,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
160.0,162.0,5.0,3.76,University Of Minnesota,USA,Public,305,38545,6.0,85,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
154.0,147.0,4.5,3.76,Ohio State University,USA,Public,140,34968,6.5,79,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
168.0,169.0,4.0,3.96,University Of Washington,USA,Public,651,49092,6.0,99,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
155.0,168.0,4.0,3.81,University Of Florida,USA,Public,299,34363,7.0,90,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
159.0,169.0,4.5,3.9,Princeton University,USA,Private,12,56010,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
150.0,170.0,3.5,3.81,‌Boston University,USA,Public,794,36724,6.5,84,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
155.0,168.0,3.5,3.93,University Of Delaware,USA,Public,494,42740,6.5,91,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
164.0,168.0,4.5,3.95,University Of Chicago,USA,Public,499,29777,6.5,86,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
164.0,167.0,4.0,3.3,University Of Chicago,USA,Public,676,35047,6.0,83,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
145.0,165.0,0.0,3.75,The University Of Southern California (USC),USA,Public,485,25760,6.5,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
158.0,161.0,5.0,3.25,University Of Florida,USA,Public,579,36895,7.0,82,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
164.0,166.0,4.0,3.6,The University Of Southern California (USC),USA,Public,248,38236,7.0,83,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
161.0,158.0,4.0,3.6,(SUNY) University At Buffalo,USA,Public,276,39276,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
163.0,170.0,4.5,4.0,UC Berkeley,USA,Public,10,43176,6.5,90,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
162.0,158.0,4.0,3.75,Virginia Polytechnic And State University (Virginia Tech),USA,Public,709,46855,6.0,90,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
163.0,170.0,4.0,3.88,UC Berkeley,USA,Public,10,43176,6.5,90,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
167.0,161.0,5.0,3.9,University Of Chicago,USA,Public,408,32582,6.0,88,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
162.0,154.0,4.5,3.7,UC Davis,USA,Public,102,42454,7.0,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
150.0,166.0,5.5,3.75,UC Berkeley,USA,Public,10,43176,6.5,90,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
162.0,170.0,4.0,4.0,University Of Chicago,USA,Public,641,34418,6.0,84,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
169.0,168.0,5.0,3.9,Florida State University,USA,Public,540,21673,6.5,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
170.0,165.0,4.0,3.2,University Of Oregon,USA,Public,651,34611,6.5,88,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
155.0,159.0,5.0,3.7,UC Davis,USA,Public,102,42454,7.0,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
167.0,154.0,6.0,4.0,UCLA,USA,Public,29,44830,7.0,87,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
155.0,168.0,4.0,4.0,University Of Oregon,USA,Public,651,34611,6.5,88,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
155.0,168.0,4.0,4.0,Virginia Polytechnic And State University (Virginia Tech),USA,Public,473,31928,6.5,91,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
169.0,162.0,5.0,3.66,University Of Chicago,USA,Public,239,36116,6.5,84,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
167.0,159.0,0.0,3.7,New York University,USA,Private,38,51828,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
160.0,153.0,5.0,3.92,UCLA,USA,Public,29,44830,7.0,87,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
158.0,168.0,5.0,4.05,UC Berkeley,USA,Public,10,43176,6.5,90,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
161.0,150.0,4.5,3.4,NCSU (North Carolina State University),USA,Public,373,28948,6.5,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
162.0,170.0,5.0,3.79,University Of Oregon,USA,Public,651,34611,6.5,88,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
158.0,165.0,4.0,3.3,"University Of Michigan, Ann Arbor",USA,Public,437,31086,6.5,95,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
158.0,161.0,4.5,3.78,Vanderbilt University,USA,Public,334,38912,6.0,86,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
170.0,167.0,5.5,3.95,University Of Chicago,USA,Public,363,48161,6.0,99,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
161.0,168.0,5.0,3.93,UC Berkeley,USA,Public,10,43176,6.5,90,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
154.0,164.0,5.0,3.5,University Of Chicago,USA,Public,493,41971,7.0,92,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
170.0,164.0,6.0,3.9,University Of Chicago,USA,Public,621,33777,6.5,97,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
166.0,167.0,5.0,4.0,University Of Chicago,USA,Public,599,54197,6.5,98,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
153.0,169.0,3.5,3.97,UC Berkeley,USA,Public,10,43176,6.5,90,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
168.0,170.0,4.5,4.0,University Of Chicago,USA,Public,656,32600,7.0,89,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
163.0,165.0,5.0,3.9,Brown University,USA,Public,788,44260,7.0,83,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
157.0,155.0,4.5,3.81,University Of Florida,USA,Public,248,49379,7.0,80,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
164.0,169.0,5.0,3.99,UC Berkeley,USA,Public,10,43176,6.5,90,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
154.0,170.0,3.5,3.5,Georgetown University,USA,Public,305,30872,6.5,96,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
160.0,160.0,5.0,3.88,UCLA,USA,Public,29,44830,7.0,87,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
165.0,170.0,4.0,3.98,UC Berkeley,USA,Public,10,43176,6.5,90,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
167.0,170.0,4.5,4.0,UC Berkeley,USA,Public,10,43176,6.5,90,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
164.0,163.0,5.0,3.98,Michigan State University,USA,Public,431,50925,6.0,98,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
158.0,170.0,3.5,3.88,‌Boston University,USA,Public,512,32280,7.0,94,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
158.0,170.0,3.5,3.88,‌Boston University,USA,Public,346,40050,6.5,88,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
157.0,155.0,4.0,3.6,UC Berkeley,USA,Public,10,43176,6.5,90,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
161.0,168.0,5.0,3.93,Carnegie Mellon University (CMU),USA,Public,532,39214,6.0,94,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
151.0,170.0,4.0,3.82,Carnegie  Mellon University (CMU),USA,Public,644,37318,7.0,84,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
159.0,167.0,4.0,3.5,UCSD,USA,Public,267,54039,6.5,87,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
170.0,160.0,6.0,4.0,UC Berkeley,USA,Public,10,43176,6.5,90,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
159.0,160.0,4.5,3.4,Washington University in St. Louis (WashU/WUSTL),USA,Public,605,53461,6.0,85,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
167.0,152.0,5.5,3.01,(Arizona State University) ASU,USA,Public,303,39823,7.0,98,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
