greV,greQ,greA,cgpa,univName,country,university_type,ranking,tuition_usd,ielts_min,toefl_min,duration_years,research_focused,internship_opportunities,post_study_work_visa,program_fields,academic_strength,ranking_score,affordability,research_flag,internship_flag,visa_flag
158,169,4.1,3.75,King's College London,UK,Public,40,30338,7.2,100,1,False,False,True,"Mathematics,Statistics",0.8531249999999999,0.3528785248689428,0.4866482014133021,0,0,1
168,168,3.4,2.94,King's College London,UK,Public,40,29861,6.2,100,2,True,False,True,"Computer Science,Engineering",0.8387499999999999,0.3528785248689428,0.495117360889173,1,0,1
154,166,3.1,3.41,King's College London,UK,Public,40,29126,6.2,100,2,False,True,True,"Physics,Applied Sciences",0.755625,0.3528785248689428,0.5081673236035652,0,1,1
168,168,4.3,3.27,King's College London,UK,Public,40,28562,7.2,86,1,True,False,True,"Physics,Applied Sciences",0.881875,0.3528785248689428,0.5181811725435886,1,0,1
160,158,3.5,3.91,King's College London,UK,Public,40,30533,6.8,96,2,False,True,True,"Business,Management",0.764375,0.3528785248689428,0.48318596640744294,0,1,1
161,160,4.2,3.44,King's College London,UK,Public,40,30678,6.5,99,1,False,True,True,"Physics,Applied Sciences",0.7762499999999999,0.3528785248689428,0.48061148396718867,0,1,1
158,161,4.3,3.03,King's College London,UK,Public,40,28588,6.5,106,2,True,False,True,"Business,Management",0.7431249999999999,0.3528785248689428,0.5177195412094742,1,0,1
160,164,4.3,3.66,King's College London,UK,Public,40,30090,7.1,97,1,False,True,True,"Engineering,Robotics",0.82125,0.3528785248689428,0.49105145413870244,0,1,1
160,168,4.3,2.92,King's College London,UK,Public,40,29456,6.6,103,1,False,False,True,"Mathematics,Statistics",0.81,0.3528785248689428,0.5023081566705727,0,0,1
163,155,4.5,3.69,King's College London,UK,Public,40,30959,7.4,107,2,True,False,True,"Mathematics,Statistics",0.768125,0.3528785248689428,0.475622314548489,1,0,1
153,155,3.2,3.82,King's College London,UK,Public,40,31197,6.4,107,1,False,False,True,"Data Science,AI",0.68125,0.3528785248689428,0.47139661233620966,0,0,1
162,164,3.9,3.02,King's College London,UK,Public,40,31464,7.5,99,1,True,False,True,"Data Science,AI",0.78375,0.3528785248689428,0.4666560136358794,1,0,1
169,160,4.1,3.23,King's College London,UK,Public,40,30987,6.8,101,1,True,False,True,"Data Science,AI",0.8106249999999999,0.3528785248689428,0.4751251731117503,1,0,1
161,161,3.4,3.1,King's College London,UK,Public,40,29288,6.1,93,1,False,False,True,"Data Science,AI",0.7437499999999999,0.3528785248689428,0.5052910052910053,0,0,1
159,158,3.9,3.66,King's College London,UK,Public,40,30693,7.0,107,2,False,True,True,"Physics,Applied Sciences",0.7525,0.3528785248689428,0.4803451581975072,0,1,1
158,160,4.3,3.05,King's College London,UK,Public,40,30844,6.7,88,1,True,False,True,"Data Science,AI",0.735625,0.3528785248689428,0.4776641454493803,1,0,1
156,165,3.9,3.93,King's College London,UK,Public,40,28838,6.2,93,1,False,True,True,"Computer Science,Engineering",0.811875,0.3528785248689428,0.5132807783814495,0,1,1
156,157,4.2,3.41,King's College London,UK,Public,40,30943,7.0,88,2,True,True,True,"Engineering,Robotics",0.716875,0.3528785248689428,0.47590639536948265,1,1,1
150,167,3.4,3.56,King's College London,UK,Public,40,31060,6.8,87,2,True,False,True,"Mathematics,Statistics",0.75625,0.3528785248689428,0.4738290543659671,1,0,1
151,164,3.8,2.94,King's College London,UK,Public,40,29369,6.2,85,1,False,True,True,"Engineering,Robotics",0.7074999999999999,0.3528785248689428,0.5038528461347254,0,1,1
160,167,3.5,2.88,King's College London,UK,Public,40,29421,6.6,101,2,False,False,True,"Business,Management",0.77875,0.3528785248689428,0.5029295834664962,0,0,1
155,163,3.8,2.95,King's College London,UK,Public,40,29980,7.1,89,2,True,False,True,"Computer Science,Engineering",0.724375,0.3528785248689428,0.49300450978303323,1,0,1
166,164,3.1,2.88,King's College London,UK,Public,40,30900,6.5,104,1,False,True,True,"Computer Science,Engineering",0.78,0.3528785248689428,0.4766698625759028,0,1,1
156,162,4.3,3.81,King's College London,UK,Public,40,30646,6.9,109,2,False,False,True,"Computer Science,Engineering",0.7881250000000001,0.3528785248689428,0.4811796456091758,0,0,1
167,156,3.1,3.38,King's College London,UK,Public,40,30472,6.0,101,2,False,False,True,"Data Science,AI",0.7475,0.3528785248689428,0.4842690245374809,0,0,1
152,164,3.4,3.31,King's College London,UK,Public,40,30081,6.5,92,1,True,True,True,"Data Science,AI",0.726875,0.3528785248689428,0.4912112496005113,1,1,1
154,159,4.7,3.98,King's College London,UK,Public,40,30286,6.6,95,1,False,False,True,"Computer Science,Engineering",0.77,0.3528785248689428,0.4875714640815312,0,0,1
154,164,4.3,3.15,King's College London,UK,Public,40,31176,6.8,107,2,False,True,True,"Data Science,AI",0.7518750000000001,0.3528785248689428,0.47176946841376377,0,1,1
157,157,4.6,3.04,King's College London,UK,Public,40,29245,7.0,94,2,True,False,True,"Mathematics,Statistics",0.71,0.3528785248689428,0.5060544724974255,1,0,1
156,162,3.6,3.63,King's College London,UK,Public,40,28842,6.9,99,2,True,False,True,"Business,Management",0.7593749999999999,0.3528785248689428,0.5132097581762012,1,0,1
151,155,4.2,3.05,King's College London,UK,Public,40,28530,7.4,107,1,False,True,True,"Data Science,AI",0.6456249999999999,0.3528785248689428,0.5187493341855758,0,1,1
161,166,3.3,2.9,King's College London,UK,Public,40,29871,7.2,100,1,False,True,True,"Engineering,Robotics",0.7725000000000001,0.3528785248689428,0.49493981037605195,0,1,1
156,159,3.8,3.68,King's College London,UK,Public,40,31081,6.6,101,1,False,False,True,"Physics,Applied Sciences",0.74125,0.3528785248689428,0.473456198288413,0,0,1
164,164,4.5,3.32,King's College London,UK,Public,40,31260,7.5,97,1,False,True,True,"Physics,Applied Sciences",0.8300000000000001,0.3528785248689428,0.47027804410354745,0,1,1
160,163,3.8,3.95,King's College London,UK,Public,40,30190,6.7,109,1,True,False,True,"Physics,Applied Sciences",0.818125,0.3528785248689428,0.4892759490074926,1,0,1
166,165,3.3,3.45,King's College London,UK,Public,40,28527,6.7,103,2,True,True,True,"Engineering,Robotics",0.829375,0.3528785248689428,0.5188025993395121,1,1,1
168,163,4.3,2.99,King's College London,UK,Public,40,29996,7.4,99,2,False,True,True,"Physics,Applied Sciences",0.8206249999999999,0.3528785248689428,0.4927204289620397,0,1,1
168,163,4.5,2.99,King's College London,UK,Public,40,29768,6.2,105,2,True,False,True,"Physics,Applied Sciences",0.8256249999999999,0.3528785248689428,0.4967685806611981,1,0,1
167,159,4.5,3.91,King's College London,UK,Public,40,28838,7.4,93,1,True,True,True,"Engineering,Robotics",0.8418749999999999,0.3528785248689428,0.5132807783814495,1,1,1
153,166,4.5,3.24,King's College London,UK,Public,40,30163,7.2,96,2,True,False,True,"Data Science,AI",0.77375,0.3528785248689428,0.48975533539291927,1,0,1
167,164,3.7,3.55,King's College London,UK,Public,40,29787,6.1,95,1,False,True,True,"Computer Science,Engineering",0.8431250000000001,0.3528785248689428,0.49643123468626826,0,1,1
162,158,3.2,3.35,King's College London,UK,Public,40,30660,7.2,109,2,False,False,True,"Business,Management",0.7343749999999999,0.3528785248689428,0.48093107489080644,0,0,1
169,160,3.4,3.7,King's College London,UK,Public,40,28983,6.7,96,2,True,True,True,"Business,Management",0.8225,0.3528785248689428,0.5107062959411952,1,1,1
155,159,3.8,3.87,King's College London,UK,Public,40,28925,6.5,104,2,True,False,True,"Data Science,AI",0.746875,0.3528785248689428,0.511736088917297,1,0,1
150,164,3.0,3.25,King's College London,UK,Public,40,29492,7.3,91,2,False,False,True,"Business,Management",0.700625,0.3528785248689428,0.5016689748233372,0,0,1
153,166,4.6,3.44,King's College London,UK,Public,40,30374,7.3,105,2,False,False,True,"Engineering,Robotics",0.78875,0.3528785248689428,0.48600901956606657,0,0,1
160,166,4.7,3.8,King's College London,UK,Public,40,29603,7.2,92,2,False,False,True,"Computer Science,Engineering",0.8574999999999999,0.3528785248689428,0.4996981641276943,0,0,1
163,168,4.1,3.9,King's College London,UK,Public,40,31363,6.5,95,2,True,True,True,"Engineering,Robotics",0.8849999999999999,0.3528785248689428,0.4684492738184013,1,1,1
158,158,4.6,3.79,King's College London,UK,Public,40,29843,7.3,98,2,False,True,True,"Physics,Applied Sciences",0.7718749999999999,0.3528785248689428,0.4954369518127908,0,1,1
165,158,3.7,3.49,King's College London,UK,Public,40,28812,6.6,102,1,True,True,True,"Data Science,AI",0.774375,0.3528785248689428,0.5137424097155641,1,1,1
155,163,4.4,3.01,King's College London,UK,Public,40,31052,6.6,107,2,False,False,True,"Mathematics,Statistics",0.7431249999999999,0.3528785248689428,0.47397109477646393,0,0,1
155,158,4.7,3.34,King's College London,UK,Public,40,28956,7.2,92,2,True,False,True,"Physics,Applied Sciences",0.7275,0.3528785248689428,0.5111856823266219,1,0,1
157,155,3.9,3.03,King's College London,UK,Public,40,30774,6.4,98,2,True,False,True,"Mathematics,Statistics",0.674375,0.3528785248689428,0.47890699904122724,1,0,1
158,157,3.9,3.15,King's College London,UK,Public,40,28696,6.6,91,2,True,False,True,"Engineering,Robotics",0.7056250000000001,0.3528785248689428,0.5158019956677675,1,0,1
167,157,3.4,3.03,King's College London,UK,Public,40,28507,7.1,101,1,True,False,True,"Computer Science,Engineering",0.741875,0.3528785248689428,0.519157700365754,1,0,1
153,156,3.3,3.55,King's College London,UK,Public,40,31093,6.9,90,2,False,False,True,"Physics,Applied Sciences",0.6756249999999999,0.3528785248689428,0.4732431376726679,0,0,1
153,157,4.0,3.03,King's College London,UK,Public,40,31099,6.6,109,1,False,False,True,"Business,Management",0.6693749999999999,0.3528785248689428,0.47313660736479524,0,0,1
163,162,3.3,3.33,King's College London,UK,Public,40,28893,7.0,93,1,False,False,True,"Mathematics,Statistics",0.776875,0.3528785248689428,0.5123042505592841,0,0,1
150,168,4.7,3.91,King's College London,UK,Public,40,29529,6.3,96,1,True,True,True,"Data Science,AI",0.819375,0.3528785248689428,0.5010120379247895,1,1,1
169,159,4.5,3.73,King's College London,UK,Public,40,28735,7.1,96,2,True,True,True,"Mathematics,Statistics",0.8431249999999999,0.3528785248689428,0.5151095486665956,1,1,1
157,166,4.4,3.86,King's College London,UK,Public,40,31133,6.3,93,2,False,False,True,"Engineering,Robotics",0.835,0.3528785248689428,0.47253293562018395,0,0,1
168,165,4.3,3.65,King's College London,UK,Public,40,31221,6.2,96,2,True,True,True,"Data Science,AI",0.879375,0.3528785248689428,0.47097049110471934,1,1,1
152,162,4.6,2.84,King's College London,UK,Public,40,31028,6.9,87,1,False,True,True,"Data Science,AI",0.71,0.3528785248689428,0.47439721600795426,0,1,1
162,159,3.1,3.66,King's College London,UK,Public,40,30056,7.1,104,2,True,True,True,"Computer Science,Engineering",0.76,0.3528785248689428,0.49165512588331384,1,1,1
161,161,3.5,2.81,King's College London,UK,Public,40,30063,6.6,94,2,True,False,True,"Computer Science,Engineering",0.728125,0.3528785248689428,0.4915308405241291,1,0,1
158,165,4.1,3.42,King's College London,UK,Public,40,29025,7.0,93,1,True,True,True,"Mathematics,Statistics",0.7975,0.3528785248689428,0.5099605837860872,1,1,1
162,166,3.7,3.54,King's College London,UK,Public,40,29129,7.3,94,2,True,False,True,"Business,Management",0.8287500000000001,0.3528785248689428,0.5081140584496289,1,0,1
169,164,3.8,3.92,King's College London,UK,Public,40,29634,7.1,87,1,False,False,True,"Business,Management",0.88125,0.3528785248689428,0.49914775753701923,0,0,1
153,159,3.2,3.78,King's College London,UK,Public,40,29904,6.7,94,1,True,False,True,"Computer Science,Engineering",0.71375,0.3528785248689428,0.49435389368275273,1,0,1
168,163,4.6,3.67,King's College London,UK,Public,40,28805,6.9,92,2,True,True,True,"Computer Science,Engineering",0.8706249999999999,0.3528785248689428,0.5138666950747488,1,1,1
157,161,4.2,3.23,King's College London,UK,Public,40,28753,6.8,91,1,False,False,True,"Engineering,Robotics",0.7468750000000001,0.3528785248689428,0.5147899577429779,0,0,1
164,165,3.2,2.9,King's College London,UK,Public,40,31332,6.2,91,1,True,True,True,"Engineering,Robotics",0.7799999999999999,0.3528785248689428,0.46899968040907636,1,1,1
165,164,3.4,2.98,King's College London,UK,Public,40,31064,6.7,93,2,False,True,True,"Mathematics,Statistics",0.7875,0.3528785248689428,0.4737580341607187,0,1,1
159,156,4.5,3.51,King's College London,UK,Public,40,30675,6.3,104,2,True,True,True,"Physics,Applied Sciences",0.740625,0.3528785248689428,0.480664749121125,1,1,1
160,165,4.3,3.56,King's College London,UK,Public,40,28752,6.0,103,2,False,True,True,"Data Science,AI",0.82375,0.3528785248689428,0.51480771279429,0,1,1
150,164,4.5,3.08,King's College London,UK,Public,40,30401,7.0,102,2,False,False,True,"Business,Management",0.7274999999999999,0.3528785248689428,0.4855296331806399,0,0,1
151,159,3.9,3.44,King's College London,UK,Public,40,28825,6.5,102,2,False,True,True,"Mathematics,Statistics",0.6975,0.3528785248689428,0.5135115940485069,0,1,1
166,160,4.8,3.48,King's College London,UK,Public,40,29306,6.2,105,1,False,False,True,"Business,Management",0.825,0.3528785248689428,0.5049714143673876,0,0,1
159,163,5.0,2.91,King's College London,UK,Public,40,29138,6.7,99,2,True,False,True,"Business,Management",0.776875,0.3528785248689428,0.50795426298782,1,0,1
159,161,3.9,3.11,King's College London,UK,Public,40,30640,6.8,99,2,False,True,True,"Business,Management",0.744375,0.3528785248689428,0.48128617591704836,0,1,1
153,161,4.3,3.71,King's College London,UK,Public,40,30502,7.4,96,2,True,True,True,"Data Science,AI",0.754375,0.3528785248689428,0.483736372998118,1,1,1
154,166,4.7,3.82,King's College London,UK,Public,40,30537,7.1,90,1,False,False,True,"Computer Science,Engineering",0.82125,0.3528785248689428,0.48311494620219453,0,0,1
167,157,4.7,2.81,King's College London,UK,Public,40,30705,6.9,90,1,True,True,True,"Physics,Applied Sciences",0.760625,0.3528785248689428,0.480132097581762,1,1,1
164,167,4.8,3.76,King's College London,UK,Public,40,31450,7.2,98,1,True,False,True,"Data Science,AI",0.89125,0.3528785248689428,0.46690458435424875,1,0,1
159,156,4.4,2.87,King's College London,UK,Public,40,29572,6.5,85,2,True,True,True,"Engineering,Robotics",0.6981249999999999,0.3528785248689428,0.5002485707183694,1,1,1
160,159,3.8,3.48,King's College London,UK,Public,40,30903,6.4,109,1,True,True,True,"Mathematics,Statistics",0.75375,0.3528785248689428,0.4766165974219666,1,1,1
168,167,3.9,3.72,King's College London,UK,Public,40,29699,6.9,105,2,False,False,True,"Business,Management",0.8912500000000001,0.3528785248689428,0.4979936792017329,0,0,1
163,160,3.2,3.07,King's College London,UK,Public,40,29267,6.0,109,1,False,True,True,"Mathematics,Statistics",0.740625,0.3528785248689428,0.5056638613685593,0,1,1
166,158,3.6,3.84,King's College London,UK,Public,40,28598,6.5,98,1,True,True,True,"Computer Science,Engineering",0.7999999999999999,0.3528785248689428,0.5175419906963531,1,1,1
169,166,3.3,3.13,King's College London,UK,Public,40,30617,6.7,86,1,True,False,True,"Mathematics,Statistics",0.836875,0.3528785248689428,0.4816945420972266,1,0,1
164,159,4.1,3.94,King's College London,UK,Public,40,28749,7.1,95,1,False,True,True,"Business,Management",0.8149999999999998,0.3528785248689428,0.5148609779482263,0,1,1
165,169,4.3,3.39,King's College London,UK,Public,40,29357,6.4,86,2,False,False,True,"Business,Management",0.8793750000000001,0.3528785248689428,0.5040659067504705,0,0,1
157,165,4.1,3.62,King's College London,UK,Public,40,30297,6.3,90,1,True,True,True,"Engineering,Robotics",0.80375,0.3528785248689428,0.48737615851709815,1,1,1
161,169,3.0,3.87,King's College London,UK,Public,40,30107,7.1,87,1,False,False,True,"Data Science,AI",0.8518749999999999,0.3528785248689428,0.49074961826639674,0,0,1
168,160,3.8,3.46,King's College London,UK,Public,40,30157,6.7,106,1,False,False,True,"Engineering,Robotics",0.81125,0.3528785248689428,0.4898618657007918,0,0,1
162,156,5.0,3.92,King's College London,UK,Public,40,30792,7.0,99,2,True,True,True,"Business,Management",0.7975,0.3528785248689428,0.47858740811760947,1,1,1
169,163,3.1,2.94,King's College London,UK,Public,40,31351,7.4,85,2,False,True,True,"Computer Science,Engineering",0.79375,0.3528785248689428,0.4686623344341465,0,1,1
165,161,4.7,3.6,King's College London,UK,Public,40,29556,7.1,98,2,True,False,True,"Engineering,Robotics",0.8324999999999999,0.3528785248689428,0.5005326515393629,1,0,1
160,160,3.9,3.45,King's College London,UK,Public,40,30869,6.2,105,1,True,False,True,"Engineering,Robotics",0.763125,0.3528785248689428,0.4772202691665779,1,0,1
162,159,4.4,3.84,King's College London,UK,Public,40,30812,6.4,108,1,True,True,True,"Mathematics,Statistics",0.80375,0.3528785248689428,0.47823230709136755,1,1,1
166,155,4.9,3.49,King's College London,UK,Public,40,29384,6.8,106,1,False,True,True,"Mathematics,Statistics",0.784375,0.3528785248689428,0.5035865203650438,0,1,1
167,168,3.1,3.67,King's College London,UK,Public,40,30004,6.0,105,2,False,False,True,"Physics,Applied Sciences",0.870625,0.3528785248689428,0.4925783885515429,0,0,1
156,160,3.0,3.06,King's College London,UK,Public,40,29010,6.2,99,1,True,False,True,"Computer Science,Engineering",0.6912499999999999,0.3528785248689428,0.5102269095557685,1,0,1
162,162,4.8,2.97,King's College London,UK,Public,40,29908,7.5,88,2,True,True,True,"Business,Management",0.785625,0.3528785248689428,0.4942828734775043,1,1,1
154,156,4.4,3.32,King's College London,UK,Public,40,29396,6.8,103,2,False,True,True,"Computer Science,Engineering",0.695,0.3528785248689428,0.5033734597492987,0,1,1
153,157,4.8,3.56,King's College London,UK,Public,40,29354,7.2,102,2,False,False,True,"Engineering,Robotics",0.7225,0.3528785248689428,0.5041191719044068,0,0,1
157,168,3.7,3.96,King's College London,UK,Public,40,28645,7.0,89,1,False,False,True,"Data Science,AI",0.84125,0.3528785248689428,0.5167075032846845,0,0,1
152,169,3.3,2.88,King's College London,UK,Public,40,31315,6.9,91,2,True,False,True,"Engineering,Robotics",0.74125,0.3528785248689428,0.46930151628138206,1,0,1
158,164,4.6,3.31,King's College London,UK,Public,40,30125,6.1,96,2,False,True,True,"Mathematics,Statistics",0.7943749999999999,0.3528785248689428,0.4904300273427791,0,1,1
154,157,4.2,2.95,King's College London,UK,Public,40,30816,6.6,99,1,False,False,True,"Computer Science,Engineering",0.6756249999999999,0.3528785248689428,0.47816128688611914,0,0,1
164,159,4.5,3.91,King's College London,UK,Public,40,29819,6.6,90,2,False,False,True,"Data Science,AI",0.8231249999999999,0.3528785248689428,0.4958630730442811,0,0,1
162,158,4.2,3.15,King's College London,UK,Public,40,30188,7.5,107,1,False,False,True,"Computer Science,Engineering",0.746875,0.3528785248689428,0.48931145911011686,0,0,1
153,164,4.7,3.89,King's College London,UK,Public,40,31254,6.6,109,1,False,True,True,"Mathematics,Statistics",0.801875,0.3528785248689428,0.47038457441142,0,1,1
166,168,3.0,3.02,King's College London,UK,Public,40,31386,6.1,92,2,True,False,True,"Mathematics,Statistics",0.8212499999999999,0.3528785248689428,0.46804090763822304,1,0,1
152,163,4.6,3.39,King's College London,UK,Public,40,29469,6.5,99,1,True,True,True,"Computer Science,Engineering",0.753125,0.3528785248689428,0.5020773410035155,1,1,1
160,160,4.5,3.68,King's College London,UK,Public,40,30773,7.0,105,1,False,False,True,"Engineering,Robotics",0.7925,0.3528785248689428,0.4789247540925393,0,0,1
164,168,3.3,3.73,King's College London,UK,Public,40,31308,6.4,99,2,False,True,True,"Physics,Applied Sciences",0.860625,0.3528785248689428,0.4694258016405667,0,1,1
152,157,3.3,3.77,King's College London,UK,Public,40,29267,7.0,106,1,True,False,True,"Computer Science,Engineering",0.691875,0.3528785248689428,0.5056638613685593,1,0,1
152,159,3.1,3.71,King's College London,UK,Public,40,28505,6.6,102,2,False,False,True,"Mathematics,Statistics",0.700625,0.3528785248689428,0.5191932104683783,0,0,1
151,168,4.9,3.22,King's College London,UK,Public,40,30390,7.0,87,1,True,False,True,"Computer Science,Engineering",0.7875000000000001,0.3528785248689428,0.48572493874507294,1,0,1
150,167,3.2,3.41,King's College London,UK,Public,40,29013,6.1,104,2,False,True,True,"Business,Management",0.741875,0.3528785248689428,0.5101736444018323,0,1,1
158,158,3.4,3.45,King's College London,UK,Public,40,30097,6.4,100,2,True,True,True,"Business,Management",0.7206249999999998,0.3528785248689428,0.4909271687795178,1,1,1
161,163,4.1,3.27,London School of Economics,UK,Public,45,31758,6.5,109,2,True,False,True,"Mathematics,Statistics",0.7893749999999999,0.3322164423239655,0.46143602855012256,1,0,1
167,159,4.8,3.48,London School of Economics,UK,Public,45,33885,6.4,98,2,False,False,True,"Engineering,Robotics",0.8225,0.3322164423239655,0.42367103440928944,0,0,1
160,164,3.3,2.9,London School of Economics,UK,Public,45,33258,6.7,107,2,False,True,True,"Physics,Applied Sciences",0.74875,0.3322164423239655,0.4348034515819751,0,1,1
161,169,3.9,3.46,London School of Economics,UK,Public,45,33627,6.6,108,2,False,True,True,"Computer Science,Engineering",0.8487500000000001,0.3322164423239655,0.42825183764781083,0,1,1
154,167,5.0,3.55,London School of Economics,UK,Public,45,32661,7.2,108,2,False,True,True,"Computer Science,Engineering",0.8206249999999999,0.3322164423239655,0.44540321721529774,0,1,1
152,163,3.3,3.85,London School of Economics,UK,Public,45,33736,6.2,99,1,True,True,True,"Data Science,AI",0.7493749999999999,0.3322164423239655,0.4263165370547921,1,1,1
166,164,3.2,3.37,London School of Economics,UK,Public,45,34416,6.1,104,2,True,True,True,"Engineering,Robotics",0.8131249999999999,0.3322164423239655,0.4142431021625652,1,1,1
162,160,3.5,3.24,London School of Economics,UK,Public,45,31637,6.1,89,2,True,False,True,"Business,Management",0.7525,0.3322164423239655,0.4635843897588864,1,0,1
150,167,4.4,3.83,London School of Economics,UK,Public,45,33874,6.0,97,2,False,False,True,"Mathematics,Statistics",0.798125,0.3322164423239655,0.4238663399737225,0,0,1
158,169,3.2,2.89,London School of Economics,UK,Public,45,32334,6.3,91,2,False,False,True,"Mathematics,Statistics",0.776875,0.3322164423239655,0.4512091189943539,0,0,1
155,157,3.3,3.56,London School of Economics,UK,Public,45,34530,7.0,92,1,False,True,True,"Computer Science,Engineering",0.6975,0.3322164423239655,0.412219026312986,0,1,1
151,161,3.7,3.69,London School of Economics,UK,Public,45,31741,6.8,92,2,True,False,True,"Business,Management",0.725625,0.3322164423239655,0.46173786442242815,1,0,1
167,157,5.0,3.09,London School of Economics,UK,Public,45,33590,6.0,92,2,False,False,True,"Business,Management",0.785625,0.3322164423239655,0.42890877454635845,0,0,1
162,157,3.8,3.3,London School of Economics,UK,Public,45,33385,6.3,102,2,False,True,True,"Computer Science,Engineering",0.7375,0.3322164423239655,0.4325485600653386,0,1,1
158,157,3.1,3.94,London School of Economics,UK,Public,45,33824,7.4,103,1,True,False,True,"Data Science,AI",0.735,0.3322164423239655,0.4247540925393274,1,0,1
158,155,4.3,3.72,London School of Economics,UK,Public,45,31653,6.2,108,1,True,True,True,"Engineering,Robotics",0.73375,0.3322164423239655,0.46330030893789287,1,1,1
160,164,3.7,3.27,London School of Economics,UK,Public,45,32805,6.6,108,1,False,True,True,"Data Science,AI",0.781875,0.3322164423239655,0.44284648982635555,0,1,1
152,167,4.9,2.82,London School of Economics,UK,Public,45,32268,6.5,105,1,False,True,True,"Business,Management",0.76,0.3322164423239655,0.45238095238095233,0,1,1
168,161,4.6,3.65,London School of Economics,UK,Public,45,33975,6.6,102,1,True,False,True,"Computer Science,Engineering",0.851875,0.3322164423239655,0.42207307979120057,1,0,1
153,159,4.7,3.54,London School of Economics,UK,Public,45,34370,6.6,96,1,False,False,True,"Data Science,AI",0.7362499999999998,0.3322164423239655,0.4150598345229217,0,0,1
154,167,4.9,3.35,London School of Economics,UK,Public,45,34641,6.3,85,2,False,True,True,"Data Science,AI",0.805625,0.3322164423239655,0.41024821561734315,0,1,1
152,158,3.4,2.81,London School of Economics,UK,Public,45,31631,7.0,86,1,True,True,True,"Data Science,AI",0.643125,0.3322164423239655,0.46369092006675894,1,1,1
163,169,5.0,3.22,London School of Economics,UK,Public,45,33394,7.0,85,1,True,True,True,"Physics,Applied Sciences",0.87375,0.3322164423239655,0.4323887646035297,1,1,1
169,156,4.3,3.29,London School of Economics,UK,Public,45,32422,6.8,104,2,True,False,True,"Business,Management",0.784375,0.3322164423239655,0.4496466744788893,1,0,1
162,158,3.9,3.25,London School of Economics,UK,Public,45,32691,7.4,108,2,True,False,True,"Business,Management",0.745625,0.3322164423239655,0.44487056567593475,1,0,1
151,157,3.4,3.32,London School of Economics,UK,Public,45,31612,7.3,88,2,False,True,True,"Engineering,Robotics",0.66,0.3322164423239655,0.4640282660416889,0,1,1
154,156,4.6,3.18,London School of Economics,UK,Public,45,33440,6.7,85,2,False,False,True,"Computer Science,Engineering",0.6912499999999999,0.3322164423239655,0.4315720322431732,0,0,1
152,162,3.3,3.22,London School of Economics,UK,Public,45,34126,6.3,97,2,True,True,True,"Computer Science,Engineering",0.70125,0.3322164423239655,0.41939206704307375,1,1,1
163,157,3.3,3.09,London School of Economics,UK,Public,45,32134,6.0,86,1,True,False,True,"Engineering,Robotics",0.718125,0.3322164423239655,0.45476012925677356,1,0,1
158,165,4.3,3.06,London School of Economics,UK,Public,45,33879,6.9,85,2,False,True,True,"Computer Science,Engineering",0.78,0.3322164423239655,0.423777564717162,0,1,1
155,157,4.8,3.46,London School of Economics,UK,Public,45,33609,6.6,95,1,True,False,True,"Physics,Applied Sciences",0.72875,0.3322164423239655,0.4285714285714286,1,0,1
169,156,3.6,3.85,London School of Economics,UK,Public,45,33943,6.4,102,1,False,True,True,"Engineering,Robotics",0.8018749999999999,0.3322164423239655,0.4226412414331877,0,1,1
162,168,4.4,3.89,London School of Economics,UK,Public,45,34115,7.2,93,2,False,True,True,"Data Science,AI",0.885625,0.3322164423239655,0.4195873726075068,0,1,1
164,155,4.1,2.94,London School of Economics,UK,Public,45,33469,6.0,97,2,False,True,True,"Computer Science,Engineering",0.7174999999999999,0.3322164423239655,0.4310571357551223,0,1,1
166,159,3.9,3.42,London School of Economics,UK,Public,45,32743,6.6,105,2,True,False,True,"Mathematics,Statistics",0.79,0.3322164423239655,0.4439473030077057,1,0,1
163,159,4.3,3.13,London School of Economics,UK,Public,45,31748,6.1,86,2,False,False,True,"Data Science,AI",0.763125,0.3322164423239655,0.4616135790632435,0,0,1
158,166,3.2,3.44,London School of Economics,UK,Public,45,33385,6.9,102,2,False,False,True,"Computer Science,Engineering",0.7849999999999999,0.3322164423239655,0.4325485600653386,0,0,1
161,168,4.8,3.65,London School of Economics,UK,Public,45,34512,6.7,94,2,False,True,True,"Computer Science,Engineering",0.874375,0.3322164423239655,0.4125386172366038,0,1,1
150,168,4.1,3.93,London School of Economics,UK,Public,45,32253,6.5,106,2,True,True,True,"Business,Management",0.8056249999999999,0.3322164423239655,0.4526472781506339,1,1,1
152,160,4.0,3.6,London School of Economics,UK,Public,45,31983,6.8,104,2,True,True,True,"Business,Management",0.725,0.3322164423239655,0.4574411420049004,1,1,1
167,169,3.9,3.79,London School of Economics,UK,Public,45,32663,6.1,101,1,False,True,True,"Physics,Applied Sciences",0.9068750000000001,0.3322164423239655,0.4453677071126736,0,1,1
155,168,4.2,3.89,London School of Economics,UK,Public,45,32014,7.3,103,2,False,False,True,"Business,Management",0.836875,0.3322164423239655,0.4568907354142253,0,0,1
168,167,3.7,3.31,London School of Economics,UK,Public,45,31386,7.1,98,1,True,False,True,"Mathematics,Statistics",0.8606250000000001,0.3322164423239655,0.46804090763822304,1,0,1
161,169,3.8,3.75,London School of Economics,UK,Public,45,33117,6.7,94,1,True,False,True,"Business,Management",0.864375,0.3322164423239655,0.43730691381698095,1,0,1
