greV,greQ,greA,cgpa,univName,country,university_type,ranking,tuition_usd,ielts_min,toefl_min,duration_years,research_focused,internship_opportunities,post_study_work_visa,program_fields
163,165,4.0,2.92,University of Michigan,USA,Public,33,36464,7.0,103,2,True,False,True,"Data Science,AI"
164,162,3.3,3.99,University of Michigan,USA,Public,33,33293,6.7,108,2,False,True,True,"Business,Management"
166,159,4.8,2.96,University of Michigan,USA,Public,33,35305,6.1,85,2,False,True,True,"Engineering,Robotics"
167,165,4.3,3.95,University of Michigan,USA,Public,33,33924,7.4,91,2,True,False,True,"Mathematics,Statistics"
150,166,4.0,3.24,University of Michigan,USA,Public,33,34107,6.3,94,2,True,True,True,"Computer Science,Engineering"
154,160,4.2,3.07,University of Michigan,USA,Public,33,34857,6.8,102,2,True,False,True,"Computer Science,Engineering"
151,167,3.9,3.99,University of Michigan,USA,Public,33,34519,7.0,85,2,True,False,True,"Business,Management"
162,162,3.0,3.17,University of Michigan,USA,Public,33,36295,6.8,106,2,False,False,True,"Mathematics,Statistics"
156,164,4.7,3.46,University of Michigan,USA,Public,33,35379,6.6,92,2,False,False,True,"Computer Science,Engineering"
152,167,3.2,3.83,University of Michigan,USA,Public,33,35944,6.9,100,2,True,False,True,"Data Science,AI"
168,156,4.9,3.17,University of Michigan,USA,Public,33,33303,7.1,92,2,False,False,True,"Physics,Applied Sciences"
164,167,4.9,3.88,University of Michigan,USA,Public,33,35181,6.9,106,2,True,True,True,"Mathematics,Statistics"
160,156,3.1,3.89,University of Michigan,USA,Public,33,35800,7.2,101,2,True,False,True,"Mathematics,Statistics"
164,157,4.1,3.79,University of Michigan,USA,Public,33,35847,7.3,99,2,False,False,True,"Computer Science,Engineering"
164,163,4.3,3.87,University of Michigan,USA,Public,33,33689,6.7,90,2,True,False,True,"Computer Science,Engineering"
163,157,4.9,2.8,University of Michigan,USA,Public,33,35836,6.9,106,2,True,True,True,"Computer Science,Engineering"
160,167,4.8,3.47,University of Michigan,USA,Public,33,34396,7.0,86,2,False,False,True,"Business,Management"
150,162,3.5,3.05,University of Michigan,USA,Public,33,33708,6.4,93,2,False,True,True,"Computer Science,Engineering"
166,157,4.9,3.22,University of Michigan,USA,Public,33,34243,7.0,90,2,True,True,True,"Mathematics,Statistics"
151,166,4.5,3.31,University of Michigan,USA,Public,33,33696,7.3,103,2,True,True,True,"Computer Science,Engineering"
169,166,3.8,3.4,University of Michigan,USA,Public,33,35943,7.0,103,2,True,False,True,"Business,Management"
162,155,4.6,3.42,University of Michigan,USA,Public,33,36141,7.5,87,2,False,True,True,"Engineering,Robotics"
150,156,3.4,3.59,University of Michigan,USA,Public,33,33469,7.4,99,2,False,False,True,"Engineering,Robotics"
168,159,3.1,3.8,University of Michigan,USA,Public,33,35410,6.3,97,2,True,True,True,"Mathematics,Statistics"
164,168,4.8,2.9,University of Michigan,USA,Public,33,33788,6.5,109,2,True,True,True,"Mathematics,Statistics"
166,161,3.1,2.81,University of Michigan,USA,Public,33,33411,6.7,104,2,True,False,True,"Computer Science,Engineering"
158,156,3.4,3.11,University of Michigan,USA,Public,33,34102,6.2,88,2,True,True,True,"Data Science,AI"
155,167,4.5,3.44,University of Michigan,USA,Public,33,33992,6.7,96,2,True,True,True,"Computer Science,Engineering"
158,155,4.1,3.9,University of Michigan,USA,Public,33,36449,6.0,109,2,False,False,True,"Mathematics,Statistics"
161,156,4.9,3.83,University of Michigan,USA,Public,33,35621,6.3,92,2,True,False,True,"Engineering,Robotics"
153,164,3.4,3.28,University of Michigan,USA,Public,33,35468,6.0,92,2,False,False,True,"Data Science,AI"
156,167,3.6,3.27,University of Michigan,USA,Public,33,35172,6.9,108,2,False,True,True,"Computer Science,Engineering"
169,161,4.4,3.99,University of Michigan,USA,Public,33,35578,6.1,88,2,True,True,True,"Computer Science,Engineering"
157,158,3.7,3.12,University of Michigan,USA,Public,33,36010,6.6,102,2,False,True,True,"Mathematics,Statistics"
161,156,3.4,3.25,University of Michigan,USA,Public,33,35377,7.5,105,2,False,True,True,"Computer Science,Engineering"
156,155,3.2,2.96,University of Michigan,USA,Public,33,33642,7.3,91,2,True,False,True,"Computer Science,Engineering"
158,168,4.1,3.03,University of Michigan,USA,Public,33,35473,6.1,106,2,False,True,True,"Computer Science,Engineering"
153,168,3.6,3.8,University of Michigan,USA,Public,33,34150,6.7,87,2,False,False,True,"Business,Management"
155,162,3.4,3.63,University of Michigan,USA,Public,33,35998,7.3,103,2,False,False,True,"Business,Management"
162,162,4.5,2.94,University of Michigan,USA,Public,33,35008,7.4,107,2,False,False,True,"Data Science,AI"
161,160,4.3,3.1,University of Michigan,USA,Public,33,34981,7.1,88,2,False,False,True,"Business,Management"
152,169,3.4,3.91,University of Michigan,USA,Public,33,35051,6.7,92,2,True,False,True,"Physics,Applied Sciences"
160,155,4.1,2.81,University of Michigan,USA,Public,33,33360,6.5,99,2,True,False,True,"Business,Management"
159,158,3.6,3.69,University of Michigan,USA,Public,33,35172,7.2,90,2,True,False,True,"Computer Science,Engineering"
167,163,4.1,3.94,University of Michigan,USA,Public,33,33817,7.0,103,2,False,True,True,"Data Science,AI"
154,169,4.6,3.66,University of Michigan,USA,Public,33,33542,6.5,95,2,False,True,True,"Engineering,Robotics"
163,158,3.8,3.34,University of Michigan,USA,Public,33,35354,6.4,109,2,False,False,True,"Engineering,Robotics"
150,168,4.2,3.05,University of Michigan,USA,Public,33,36141,6.9,98,2,False,False,True,"Computer Science,Engineering"
152,167,3.8,3.99,University of Michigan,USA,Public,33,33760,6.8,87,2,True,False,True,"Engineering,Robotics"
156,162,4.1,3.68,University of Michigan,USA,Public,33,34465,7.1,101,2,False,False,True,"Engineering,Robotics"
166,169,3.9,3.79,University of Michigan,USA,Public,33,34446,7.2,101,2,False,False,True,"Business,Management"
160,158,4.4,3.05,University of Michigan,USA,Public,33,35767,6.9,93,2,True,False,True,"Mathematics,Statistics"
165,159,4.2,3.5,University of Michigan,USA,Public,33,34433,6.4,98,2,True,False,True,"Computer Science,Engineering"
154,159,4.5,3.57,University of Michigan,USA,Public,33,34308,7.2,87,2,True,False,True,"Physics,Applied Sciences"
167,165,4.1,3.89,University of Michigan,USA,Public,33,34358,7.2,96,2,False,True,True,"Data Science,AI"
152,156,4.3,2.94,University of Michigan,USA,Public,33,33752,6.4,107,2,False,True,True,"Physics,Applied Sciences"
166,167,3.3,3.46,University of Michigan,USA,Public,33,35593,7.2,91,2,True,True,True,"Business,Management"
156,169,4.0,3.42,University of Michigan,USA,Public,33,36512,6.6,100,2,False,True,True,"Computer Science,Engineering"
153,165,3.4,2.89,University of Michigan,USA,Public,33,36739,6.4,88,2,False,True,True,"Mathematics,Statistics"
159,159,4.1,3.13,University of Michigan,USA,Public,33,35791,6.0,90,2,False,True,True,"Business,Management"
152,160,4.1,3.9,University of Michigan,USA,Public,33,34949,7.2,100,2,True,True,True,"Business,Management"
160,167,4.1,3.67,University of Michigan,USA,Public,33,35876,6.9,88,2,True,False,True,"Data Science,AI"
150,166,3.3,3.78,University of Michigan,USA,Public,33,35446,6.8,100,2,True,True,True,"Mathematics,Statistics"
155,169,3.4,3.72,University of Michigan,USA,Public,33,34692,6.6,107,2,True,False,True,"Physics,Applied Sciences"
151,163,3.6,3.28,University of Michigan,USA,Public,33,34636,6.8,92,2,False,False,True,"Physics,Applied Sciences"
151,156,3.0,3.51,University of Michigan,USA,Public,33,36043,6.4,106,2,False,False,True,"Computer Science,Engineering"
160,167,4.9,3.23,University of Michigan,USA,Public,33,36545,7.0,97,2,False,True,True,"Mathematics,Statistics"
154,159,4.1,2.96,University of Michigan,USA,Public,33,34863,7.4,97,2,True,True,True,"Physics,Applied Sciences"
164,158,3.5,3.83,University of Michigan,USA,Public,33,36089,7.2,93,2,False,False,True,"Computer Science,Engineering"
163,165,3.8,2.92,University of Michigan,USA,Public,33,34626,6.2,88,2,True,True,True,"Physics,Applied Sciences"
151,168,3.7,3.65,University of Michigan,USA,Public,33,35042,7.4,105,2,True,True,True,"Physics,Applied Sciences"
152,169,4.9,3.25,University of Michigan,USA,Public,33,34319,6.3,97,2,False,False,True,"Data Science,AI"
151,156,3.6,2.99,University of Michigan,USA,Public,33,34202,6.2,101,2,False,True,True,"Data Science,AI"
161,165,3.5,3.89,University of Michigan,USA,Public,33,33256,6.9,99,2,False,False,True,"Physics,Applied Sciences"
155,167,4.8,2.82,University of Michigan,USA,Public,33,34631,7.2,94,2,False,False,True,"Mathematics,Statistics"
163,156,4.4,2.91,University of Michigan,USA,Public,33,35867,6.6,108,2,False,True,True,"Engineering,Robotics"
163,169,4.4,3.74,University of Michigan,USA,Public,33,35572,6.9,88,2,True,True,True,"Physics,Applied Sciences"
159,156,3.1,3.15,University of Michigan,USA,Public,33,34672,6.8,94,2,True,True,True,"Business,Management"
159,160,4.8,3.26,University of Michigan,USA,Public,33,35088,6.0,88,2,False,True,True,"Business,Management"
150,167,4.1,2.89,University of Michigan,USA,Public,33,35110,6.5,91,2,True,True,True,"Mathematics,Statistics"
151,156,3.9,3.49,University of Michigan,USA,Public,33,35934,7.1,91,2,True,False,True,"Data Science,AI"
168,162,3.3,3.77,University of Michigan,USA,Public,33,35160,6.5,94,2,False,False,True,"Computer Science,Engineering"
167,169,3.9,2.88,University of Michigan,USA,Public,33,35339,6.5,92,2,True,False,True,"Data Science,AI"
168,163,4.0,3.65,University of Michigan,USA,Public,33,34869,6.5,87,2,True,True,True,"Physics,Applied Sciences"
161,166,3.4,3.45,University of Michigan,USA,Public,33,34075,6.1,105,2,True,False,True,"Data Science,AI"
154,162,4.8,3.66,University of Michigan,USA,Public,33,35468,6.1,105,2,False,False,True,"Data Science,AI"
150,167,4.5,3.13,University of Michigan,USA,Public,33,36685,6.8,87,2,False,False,True,"Data Science,AI"
165,156,3.1,3.29,University of Michigan,USA,Public,33,34343,6.9,89,2,False,False,True,"Mathematics,Statistics"
165,166,3.5,3.5,University of Michigan,USA,Public,33,35717,7.2,102,2,False,False,True,"Business,Management"
162,155,3.7,3.42,University of Michigan,USA,Public,33,34047,6.2,86,2,True,False,True,"Physics,Applied Sciences"
152,163,3.3,2.86,University of Michigan,USA,Public,33,33576,6.4,85,2,True,True,True,"Physics,Applied Sciences"
164,162,3.8,2.95,University of Michigan,USA,Public,33,34895,7.0,90,2,True,False,True,"Computer Science,Engineering"
153,168,4.5,2.89,University of Michigan,USA,Public,33,33498,6.5,87,2,False,False,True,"Data Science,AI"
166,160,3.6,2.85,University of Michigan,USA,Public,33,35739,7.1,90,2,True,False,True,"Business,Management"
164,165,5.0,3.73,University of Michigan,USA,Public,33,35141,7.2,100,2,False,False,True,"Physics,Applied Sciences"
157,166,3.8,2.8,University of Michigan,USA,Public,33,33869,6.2,107,2,True,False,True,"Mathematics,Statistics"
155,167,4.2,3.39,University of Michigan,USA,Public,33,35850,6.5,94,2,True,False,True,"Engineering,Robotics"
157,161,4.6,2.92,University of Michigan,USA,Public,33,35439,6.7,109,2,False,True,True,"Data Science,AI"
154,165,4.7,2.88,University of Michigan,USA,Public,33,33621,6.8,95,2,True,False,True,"Business,Management"
166,169,4.1,3.42,University of Michigan,USA,Public,33,35017,7.2,92,2,True,True,True,"Engineering,Robotics"
157,165,3.4,3.04,University of Michigan,USA,Public,33,36246,7.5,89,2,False,False,True,"Engineering,Robotics"
166,161,3.7,3.08,University of Michigan,USA,Public,33,33260,7.0,88,2,False,True,True,"Mathematics,Statistics"
156,155,3.7,3.9,University of Michigan,USA,Public,33,33624,7.1,93,2,False,False,True,"Mathematics,Statistics"
152,165,3.1,3.4,University of Michigan,USA,Public,33,35364,7.1,91,2,True,True,True,"Engineering,Robotics"
156,155,3.7,3.32,University of Michigan,USA,Public,33,33571,6.0,94,2,True,False,True,"Mathematics,Statistics"
162,159,5.0,3.18,University of Michigan,USA,Public,33,35367,6.3,102,2,False,False,True,"Computer Science,Engineering"
150,157,4.5,2.97,University of Michigan,USA,Public,33,36126,7.2,93,2,True,True,True,"Business,Management"
151,159,3.8,3.36,University of Michigan,USA,Public,33,35444,7.5,93,2,False,True,True,"Physics,Applied Sciences"
164,168,3.1,3.54,University of Michigan,USA,Public,33,34775,6.2,89,2,False,True,True,"Computer Science,Engineering"
155,164,3.0,3.45,University of Michigan,USA,Public,33,35438,7.5,97,2,False,True,True,"Mathematics,Statistics"
157,166,3.3,3.53,University of Michigan,USA,Public,33,34060,7.1,86,2,True,True,True,"Business,Management"
150,157,3.0,3.84,University of Michigan,USA,Public,33,33294,6.0,96,2,False,False,True,"Data Science,AI"
163,158,4.7,3.48,University of Michigan,USA,Public,33,34502,6.6,101,2,True,True,True,"Computer Science,Engineering"
160,164,3.1,3.75,University of Michigan,USA,Public,33,35516,7.2,109,2,False,False,True,"Data Science,AI"
161,162,3.0,2.81,University of Michigan,USA,Public,33,34008,6.6,86,2,True,False,True,"Business,Management"
151,164,3.5,3.8,University of Michigan,USA,Public,33,35824,6.4,95,2,True,True,True,"Mathematics,Statistics"
161,169,3.2,3.63,University of Michigan,USA,Public,33,34085,6.9,86,2,True,True,True,"Physics,Applied Sciences"
159,158,3.4,2.85,University of Michigan,USA,Public,33,35857,7.5,103,2,False,True,True,"Mathematics,Statistics"
163,168,4.5,3.82,University of Michigan,USA,Public,33,36746,6.7,88,2,False,True,True,"Mathematics,Statistics"
158,155,4.4,2.84,University of Michigan,USA,Public,33,36232,7.4,99,2,False,True,True,"Engineering,Robotics"
158,166,3.2,3.52,University of Michigan,USA,Public,33,35700,6.3,109,2,False,True,True,"Business,Management"
155,160,3.2,3.8,University of Michigan,USA,Public,33,36457,6.3,85,2,True,True,True,"Engineering,Robotics"
157,155,4.3,3.96,University of Michigan,USA,Public,33,34899,6.6,90,2,True,True,True,"Computer Science,Engineering"
150,168,3.4,3.85,University of Michigan,USA,Public,33,33647,6.8,96,2,False,True,True,"Data Science,AI"
159,165,4.6,3.4,University of Michigan,USA,Public,33,33820,6.5,87,2,False,False,True,"Mathematics,Statistics"
151,163,3.7,3.07,University of Michigan,USA,Public,33,36559,6.5,97,2,True,False,True,"Business,Management"
164,160,4.2,3.85,University of Michigan,USA,Public,33,33613,6.4,104,2,True,False,True,"Physics,Applied Sciences"
153,168,4.2,3.42,University of Michigan,USA,Public,33,36349,6.6,90,2,True,False,True,"Business,Management"
156,167,4.5,3.11,University of Michigan,USA,Public,33,35708,6.8,104,2,False,False,True,"Physics,Applied Sciences"
161,161,4.9,3.89,University of Michigan,USA,Public,33,35045,6.4,94,2,True,False,True,"Business,Management"
163,159,3.6,2.85,University of Michigan,USA,Public,33,34843,7.1,95,2,False,True,True,"Data Science,AI"
156,167,3.9,3.95,University of Michigan,USA,Public,33,36639,6.1,95,2,False,False,True,"Physics,Applied Sciences"
153,161,4.3,3.2,University of Michigan,USA,Public,33,36703,6.5,99,2,False,True,True,"Data Science,AI"
157,169,3.6,3.04,University of Michigan,USA,Public,33,35986,7.2,100,2,False,False,True,"Engineering,Robotics"
164,163,4.4,3.55,University of Michigan,USA,Public,33,34809,6.5,87,2,True,False,True,"Engineering,Robotics"
151,157,3.5,2.92,University of Michigan,USA,Public,33,33250,6.9,86,2,False,True,True,"Data Science,AI"
164,159,4.4,3.83,University of Michigan,USA,Public,33,33756,6.1,100,2,False,True,True,"Business,Management"
166,164,3.9,3.27,University of Michigan,USA,Public,33,35806,6.5,96,2,True,True,True,"Mathematics,Statistics"
155,158,4.1,3.4,University of Michigan,USA,Public,33,36061,6.4,92,2,False,False,True,"Engineering,Robotics"
163,160,4.8,3.57,University of Michigan,USA,Public,33,35225,6.1,100,2,False,True,True,"Computer Science,Engineering"
152,168,3.5,3.94,University of Michigan,USA,Public,33,34375,6.2,108,2,True,True,True,"Data Science,AI"
151,161,3.2,2.91,University of Michigan,USA,Public,33,35638,6.3,104,2,True,False,True,"Mathematics,Statistics"
169,162,4.8,2.91,University of Michigan,USA,Public,33,36360,6.0,100,2,False,False,True,"Mathematics,Statistics"
166,160,4.2,2.84,University of Michigan,USA,Public,33,34697,7.2,96,2,True,False,True,"Physics,Applied Sciences"
167,160,5.0,3.74,University of Michigan,USA,Public,33,35719,6.4,98,2,False,True,True,"Engineering,Robotics"
157,164,4.7,3.04,University of Michigan,USA,Public,33,34559,7.0,105,2,False,True,True,"Business,Management"
165,158,3.1,3.4,University of Michigan,USA,Public,33,35937,7.4,86,2,False,False,True,"Data Science,AI"
150,156,3.6,3.53,University of Michigan,USA,Public,33,34113,6.9,100,2,False,False,True,"Data Science,AI"
152,164,3.8,3.83,University of Michigan,USA,Public,33,36728,7.2,109,2,True,True,True,"Data Science,AI"
155,159,4.7,3.81,University of Michigan,USA,Public,33,34621,6.7,105,2,True,False,True,"Data Science,AI"
158,155,3.5,3.64,University of Michigan,USA,Public,33,33962,6.6,104,2,False,False,True,"Business,Management"
164,160,3.7,3.75,University of Michigan,USA,Public,33,34300,7.2,103,2,False,True,True,"Mathematics,Statistics"
150,155,3.7,2.99,University of Michigan,USA,Public,33,36262,6.6,85,2,False,False,True,"Engineering,Robotics"
151,155,4.0,3.52,University of Michigan,USA,Public,33,36116,7.3,89,2,True,True,True,"Engineering,Robotics"
162,159,4.7,3.61,University of Michigan,USA,Public,33,33404,7.5,97,2,True,True,True,"Computer Science,Engineering"
153,157,4.1,3.71,University of Michigan,USA,Public,33,34587,6.2,99,2,False,False,True,"Mathematics,Statistics"
166,160,4.8,3.47,University of Michigan,USA,Public,33,35656,7.0,109,2,True,True,True,"Physics,Applied Sciences"
150,163,3.6,3.9,University of Michigan,USA,Public,33,36143,6.9,90,2,False,True,True,"Computer Science,Engineering"
163,155,3.4,3.94,University of Michigan,USA,Public,33,36145,7.4,93,2,False,True,True,"Physics,Applied Sciences"
169,155,3.6,3.38,University of Michigan,USA,Public,33,36555,7.0,87,2,True,True,True,"Data Science,AI"
164,162,4.6,3.67,University of Michigan,USA,Public,33,35593,6.2,87,2,True,False,True,"Physics,Applied Sciences"
150,163,3.5,3.0,University of Michigan,USA,Public,33,35208,7.3,108,2,False,False,True,"Mathematics,Statistics"
162,164,4.5,3.16,University of Michigan,USA,Public,33,35667,6.1,99,2,True,False,True,"Business,Management"
168,157,3.7,3.34,University of Michigan,USA,Public,33,35449,6.9,101,2,True,False,True,"Computer Science,Engineering"
150,167,3.7,3.6,University of Michigan,USA,Public,33,35895,7.2,96,2,True,True,True,"Computer Science,Engineering"
163,161,3.3,3.05,University of Michigan,USA,Public,33,36496,7.4,101,2,True,True,True,"Business,Management"
167,163,3.3,3.38,University of Michigan,USA,Public,33,36170,7.4,103,2,True,False,True,"Engineering,Robotics"
150,167,3.3,3.24,University of Michigan,USA,Public,33,33425,7.0,109,2,False,True,True,"Computer Science,Engineering"
151,156,3.0,3.41,University of Michigan,USA,Public,33,34569,6.4,94,2,False,True,True,"Engineering,Robotics"
167,169,4.2,3.59,University of Michigan,USA,Public,33,34232,6.6,108,2,True,True,True,"Mathematics,Statistics"
156,167,3.4,3.13,University of Michigan,USA,Public,33,35424,7.1,99,2,False,True,True,"Engineering,Robotics"
163,161,3.5,3.64,University of Michigan,USA,Public,33,35263,6.5,99,2,False,False,True,"Mathematics,Statistics"
166,162,3.8,3.51,University of Michigan,USA,Public,33,33623,6.3,89,2,False,False,True,"Engineering,Robotics"
162,158,4.2,3.69,University of Michigan,USA,Public,33,33448,6.4,88,2,False,False,True,"Mathematics,Statistics"
158,169,4.5,2.84,University of Michigan,USA,Public,33,34583,7.1,96,2,False,True,True,"Physics,Applied Sciences"
164,158,4.0,3.13,University of Michigan,USA,Public,33,36680,6.7,99,2,False,True,True,"Business,Management"
165,157,3.4,3.89,University of Michigan,USA,Public,33,33838,6.8,104,2,True,True,True,"Data Science,AI"
155,155,4.9,3.38,University of Michigan,USA,Public,33,33475,7.2,86,2,False,False,True,"Data Science,AI"
159,168,3.3,3.3,University of Michigan,USA,Public,33,34239,7.0,85,2,False,True,True,"Computer Science,Engineering"
164,158,3.4,3.75,University of Michigan,USA,Public,33,36230,6.3,105,2,True,False,True,"Data Science,AI"
164,166,4.3,3.95,University of Michigan,USA,Public,33,36274,6.3,98,2,False,False,True,"Business,Management"
151,166,4.7,3.32,University of Michigan,USA,Public,33,33430,7.4,91,2,False,False,True,"Data Science,AI"
165,164,3.2,3.81,University of Michigan,USA,Public,33,33961,7.5,108,2,True,False,True,"Mathematics,Statistics"
157,160,3.8,3.22,University of Michigan,USA,Public,33,36370,6.9,87,2,True,True,True,"Data Science,AI"
151,160,4.0,3.35,University of Michigan,USA,Public,33,33637,6.3,91,2,True,False,True,"Mathematics,Statistics"
169,156,3.5,3.05,University of Michigan,USA,Public,33,35823,7.2,92,2,False,False,True,"Engineering,Robotics"
164,165,3.5,3.5,University of Michigan,USA,Public,33,33511,7.4,100,2,True,False,True,"Engineering,Robotics"
169,158,4.1,3.35,University of Michigan,USA,Public,33,35991,6.1,97,2,True,False,True,"Physics,Applied Sciences"
156,161,3.2,3.09,University of Michigan,USA,Public,33,35628,7.3,100,2,False,False,True,"Mathematics,Statistics"
158,166,3.8,3.2,University of Michigan,USA,Public,33,35544,7.5,87,2,True,True,True,"Data Science,AI"
164,156,4.0,3.58,University of Michigan,USA,Public,33,33957,7.1,94,2,False,True,True,"Data Science,AI"
150,158,3.7,3.08,University of Michigan,USA,Public,33,36726,6.6,101,2,True,True,True,"Computer Science,Engineering"
152,169,4.7,3.94,University of Michigan,USA,Public,33,34580,6.8,106,2,False,False,True,"Physics,Applied Sciences"
153,165,3.1,3.79,University of Michigan,USA,Public,33,34736,6.8,106,2,True,False,True,"Data Science,AI"
158,162,3.0,2.9,University of Michigan,USA,Public,33,33452,6.6,89,2,True,True,True,"Physics,Applied Sciences"
161,160,3.1,3.62,University of Michigan,USA,Public,33,36243,7.1,87,2,True,True,True,"Data Science,AI"
157,169,4.0,3.97,University of Michigan,USA,Public,33,36635,6.0,95,2,False,True,True,"Mathematics,Statistics"
164,155,3.5,3.0,University of Michigan,USA,Public,33,34585,6.8,105,2,False,True,True,"Data Science,AI"
151,168,4.8,3.9,University of Michigan,USA,Public,33,35815,6.7,106,2,True,True,True,"Data Science,AI"
169,163,3.3,3.36,University of Michigan,USA,Public,33,34353,6.5,102,2,True,True,True,"Business,Management"
156,161,4.5,3.6,University of Michigan,USA,Public,33,33963,7.1,95,2,False,True,True,"Business,Management"
161,167,4.9,3.93,University of Michigan,USA,Public,33,36447,7.3,101,2,False,False,True,"Mathematics,Statistics"
151,155,3.9,3.73,University of Michigan,USA,Public,33,33978,6.9,87,2,False,False,True,"Business,Management"
162,165,4.5,3.59,University of Michigan,USA,Public,33,35974,6.1,93,2,True,False,True,"Business,Management"
152,160,4.4,3.18,University of Michigan,USA,Public,33,35555,6.8,105,2,True,False,True,"Engineering,Robotics"
155,157,4.6,3.36,University of Michigan,USA,Public,33,34840,7.3,87,2,True,False,True,"Engineering,Robotics"
165,156,4.5,3.16,University of Michigan,USA,Public,33,35659,6.9,108,2,False,True,True,"Computer Science,Engineering"
155,160,4.4,3.46,University of Michigan,USA,Public,33,34109,7.0,105,2,False,True,True,"Engineering,Robotics"
162,165,3.7,3.79,University of Michigan,USA,Public,33,33429,6.0,93,2,False,False,True,"Engineering,Robotics"
160,155,3.1,3.37,University of Michigan,USA,Public,33,36395,7.1,85,2,False,False,True,"Business,Management"
150,167,3.6,3.39,University of Michigan,USA,Public,33,35199,6.1,89,2,False,False,True,"Physics,Applied Sciences"
165,160,4.1,3.12,University of Michigan,USA,Public,33,34667,6.1,88,2,False,True,True,"Data Science,AI"
164,162,3.3,3.5,University of Michigan,USA,Public,33,34063,7.4,95,2,True,False,True,"Computer Science,Engineering"
163,157,4.0,3.15,University of Michigan,USA,Public,33,33261,6.1,104,2,False,True,True,"Data Science,AI"
155,157,4.2,3.67,University of Michigan,USA,Public,33,34243,7.1,108,2,True,True,True,"Mathematics,Statistics"
156,155,3.5,2.95,University of Michigan,USA,Public,33,33398,7.3,89,2,False,True,True,"Physics,Applied Sciences"
160,160,4.6,3.1,University of Michigan,USA,Public,33,35152,6.1,97,2,False,True,True,"Engineering,Robotics"
166,159,3.7,3.71,University of Michigan,USA,Public,33,35853,6.6,106,2,False,True,True,"Business,Management"
165,166,4.3,3.43,University of Michigan,USA,Public,33,35227,7.5,103,2,False,True,True,"Engineering,Robotics"
161,158,3.8,3.86,University of Michigan,USA,Public,33,35519,7.3,106,2,False,False,True,"Computer Science,Engineering"
150,166,4.3,3.94,University of Michigan,USA,Public,33,35309,7.2,103,2,False,True,True,"Physics,Applied Sciences"
158,159,3.8,3.85,University of Michigan,USA,Public,33,33364,6.5,92,2,False,True,True,"Physics,Applied Sciences"
169,164,4.7,3.54,University of Michigan,USA,Public,33,36711,6.2,87,2,True,False,True,"Data Science,AI"
159,160,3.7,2.97,University of Michigan,USA,Public,33,35963,6.4,106,2,False,True,True,"Engineering,Robotics"
161,160,3.4,2.96,University of Michigan,USA,Public,33,36387,6.1,88,2,False,False,True,"Business,Management"
155,160,5.0,2.87,University of Michigan,USA,Public,33,34215,7.1,85,2,False,False,True,"Business,Management"
163,167,3.7,3.17,University of Michigan,USA,Public,33,34749,7.2,96,2,False,False,True,"Engineering,Robotics"
169,161,4.9,2.9,University of Michigan,USA,Public,33,33806,7.3,104,2,False,True,True,"Physics,Applied Sciences"
152,162,3.6,3.46,University of Michigan,USA,Public,33,36334,6.6,88,2,True,False,True,"Physics,Applied Sciences"
156,157,4.4,3.38,University of Michigan,USA,Public,33,33925,6.9,101,2,False,False,True,"Engineering,Robotics"
166,160,3.1,3.46,University of Michigan,USA,Public,33,33537,7.2,92,2,False,True,True,"Physics,Applied Sciences"
167,161,4.1,2.85,University of Michigan,USA,Public,33,33963,6.3,103,2,False,False,True,"Engineering,Robotics"
169,165,4.7,3.97,University of Michigan,USA,Public,33,35711,6.6,97,2,True,True,True,"Engineering,Robotics"
167,161,3.8,3.25,University of Michigan,USA,Public,33,34988,6.1,109,2,False,True,True,"Computer Science,Engineering"
166,168,4.4,3.89,University of Michigan,USA,Public,33,33815,7.2,104,2,False,False,True,"Engineering,Robotics"
156,162,4.0,3.35,University of Michigan,USA,Public,33,33689,7.5,94,2,True,True,True,"Computer Science,Engineering"
156,156,4.0,3.53,University of Michigan,USA,Public,33,34903,6.6,94,2,False,True,True,"Engineering,Robotics"
168,155,4.6,3.28,University of Michigan,USA,Public,33,35272,6.4,102,2,False,False,True,"Computer Science,Engineering"
160,155,4.8,3.89,University of Michigan,USA,Public,33,34123,7.1,94,2,False,False,True,"Physics,Applied Sciences"
154,166,4.8,3.27,University of Michigan,USA,Public,33,35129,7.3,109,2,True,False,True,"Data Science,AI"
160,165,4.3,3.11,University of Michigan,USA,Public,33,35991,6.3,94,2,False,False,True,"Business,Management"
169,163,3.2,3.29,University of Michigan,USA,Public,33,35472,7.0,91,2,True,False,True,"Computer Science,Engineering"
152,159,4.8,3.77,University of Michigan,USA,Public,33,33810,7.2,105,2,True,True,True,"Physics,Applied Sciences"
150,164,4.2,3.21,University of Michigan,USA,Public,33,35615,6.8,96,2,False,True,True,"Data Science,AI"
154,164,3.6,3.13,University of Michigan,USA,Public,33,34621,6.0,103,2,False,False,True,"Engineering,Robotics"
169,158,3.9,3.17,University of Michigan,USA,Public,33,33965,6.5,86,2,False,False,True,"Business,Management"
162,159,3.2,3.89,University of Michigan,USA,Public,33,36409,7.2,91,2,False,False,True,"Mathematics,Statistics"
151,169,3.1,3.88,University of Michigan,USA,Public,33,36742,7.1,90,2,False,True,True,"Physics,Applied Sciences"
154,160,4.4,3.16,University of Michigan,USA,Public,33,33765,6.0,104,2,True,True,True,"Engineering,Robotics"
154,162,4.2,2.93,University of Michigan,USA,Public,33,33559,7.2,97,2,False,True,True,"Data Science,AI"
